d0,d1,d2,d3,d4,l1,d0/l1,d1/l1,d2/l1,d3/l1,d4/l1,slopes,mass
4.3,1.9,1.9,1.3,2.2,15.8,0.272151899,0.120253165,0.120253165,0.082278481,0.139240506,0.057378517,0.000926336
4.3,1.4,1.4,2.1,1.4,15.9,0.270440252,0.088050314,0.088050314,0.132075472,0.088050314,0.054958099,0.000872023
3.1,1.4,2.6,2.7,2.8,20.2,0.153465347,0.069306931,0.128712871,0.133663366,0.138613861,0.035644252,0.001109926
3.6,2.1,2.2,2.9,2.6,21.4,0.168224299,0.098130841,0.102803738,0.135514019,0.121495327,0.037691856,0.001358399
4.1,2.6,1.4,1.9,2.3,22.8,0.179824561,0.114035088,0.061403509,0.083333333,0.100877193,0.036229527,0.001462418
3.4,2.8,2.8,2.7,1.6,21.9,0.155251142,0.127853881,0.127853881,0.123287671,0.073059361,0.035214279,0.001359176
4.8,2.5,1.1,2.6,2.1,23.1,0.207792208,0.108225108,0.047619048,0.112554113,0.090909091,0.040878527,0.001825469
4.8,2.3,2.8,1.8,1.4,20.4,0.235294118,0.112745098,0.137254902,0.088235294,0.068627451,0.047918801,0.001567068
3.9,2.5,2.3,2.2,2.5,21.4,0.182242991,0.11682243,0.107476636,0.102803738,0.11682243,0.039526046,0.001415529
3.9,2.1,1.6,1.5,2.6,16.8,0.232142857,0.125,0.095238095,0.089285714,0.154761905,0.049727137,0.000930453
4.8,1.3,2.3,1.5,1.7,19.1,0.251308901,0.068062827,0.120418848,0.078534031,0.089005236,0.049797309,0.001310634
3.6,1.6,2.1,1.3,2.2,19.8,0.181818182,0.080808081,0.106060606,0.065656566,0.111111111,0.036513837,0.000974804
3.1,2.5,1.3,1.8,2.2,24.7,0.125506073,0.101214575,0.052631579,0.072874494,0.089068826,0.025748704,0.001146307
3.2,1.5,1.6,2.8,2.6,19.4,0.164948454,0.077319588,0.082474227,0.144329897,0.134020619,0.036190685,0.000978018
3.4,2.9,2.1,2.8,1.4,16.8,0.202380952,0.172619048,0.125,0.166666667,0.083333333,0.047726828,0.000932543
4.8,2.4,2.2,1.8,2.6,16.9,0.284023669,0.142011834,0.130177515,0.106508876,0.153846154,0.062731232,0.001284756
4.8,1.8,2.9,2.8,2.6,20.3,0.236453202,0.088669951,0.142857143,0.137931034,0.128078818,0.05160227,0.001743115
4.9,1.8,2.7,2.7,1.3,23,0.213043478,0.07826087,0.117391304,0.117391304,0.056521739,0.042669747,0.001889714
3.6,1.5,1.8,1.7,1.1,23.8,0.151260504,0.06302521,0.075630252,0.071428571,0.046218487,0.028429047,0.00108202
3.9,2.8,1.2,2.5,2.5,21.9,0.178082192,0.127853881,0.054794521,0.114155251,0.114155251,0.03727212,0.001430946
3.6,1.9,1.5,1.8,1.7,20.7,0.173913043,0.09178744,0.072463768,0.086956522,0.082125604,0.034405854,0.000987232
3.7,2.4,1.1,1.2,2.1,24.2,0.152892562,0.099173554,0.045454545,0.049586777,0.08677686,0.029292918,0.001246284
4.7,1.8,1.2,2.9,2.1,17.1,0.274853801,0.105263158,0.070175439,0.169590643,0.122807018,0.058241786,0.001213581
3.3,2.5,2.1,1.3,2.5,21.3,0.154929577,0.117370892,0.098591549,0.061032864,0.117370892,0.033003031,0.001100515
4.4,1.8,1.2,1.1,2.7,21.1,0.208530806,0.085308057,0.056872038,0.052132701,0.127962085,0.040535191,0.0013374
4.3,1.2,2.1,1.5,2.7,20.1,0.213930348,0.059701493,0.104477612,0.074626866,0.134328358,0.042608232,0.001278152
4.3,1.1,2.7,2.6,1.7,23.8,0.180672269,0.046218487,0.113445378,0.109243697,0.071428571,0.035700665,0.001641502
3.9,2.7,2.7,2.1,1.1,24.6,0.158536585,0.109756098,0.109756098,0.085365854,0.044715447,0.031657749,0.001587482
4.4,2.8,1.5,2.5,1.3,22,0.2,0.127272727,0.068181818,0.113636364,0.059090909,0.039760883,0.001533765
3.7,2.8,2.8,2.5,2.3,19,0.194736842,0.147368421,0.147368421,0.131578947,0.121052632,0.046215108,0.001270777
3.8,1.1,1.7,2.3,1.6,17.1,0.222222222,0.064327485,0.099415205,0.134502924,0.093567251,0.045052794,0.000842403
4.3,1.9,1.9,1.5,2.4,20.9,0.205741627,0.090909091,0.090909091,0.071770335,0.114832536,0.041173106,0.001335632
4.7,1.7,2.3,2.6,1.4,19.3,0.243523316,0.088082902,0.119170984,0.134715026,0.07253886,0.050111073,0.001397191
3.1,1.4,2.9,2.9,2.4,17.4,0.17816092,0.08045977,0.166666667,0.166666667,0.137931034,0.044036541,0.000944609
3.9,2.6,1.8,2.6,1.4,21,0.185714286,0.123809524,0.085714286,0.123809524,0.066666667,0.038316515,0.001283036
4.1,2.1,2.2,2.8,2.7,15.5,0.264516129,0.135483871,0.141935484,0.180645161,0.174193548,0.063826347,0.001031071
3.5,1.4,1.3,1.1,2.2,24.9,0.140562249,0.0562249,0.052208835,0.044176707,0.088353414,0.026184511,0.001100191
3.1,2.1,2.5,2.1,1.5,21.3,0.145539906,0.098591549,0.117370892,0.098591549,0.070422535,0.031205463,0.001004876
4.2,2.6,2.9,1.2,2.7,21,0.2,0.123809524,0.138095238,0.057142857,0.128571429,0.042399593,0.001523012
4.9,1.9,2.9,1.8,2.2,16.1,0.304347826,0.118012422,0.180124224,0.111801242,0.136645963,0.067940278,0.001227629
4.2,2.1,1.4,1.2,1.6,16.8,0.25,0.125,0.083333333,0.071428571,0.095238095,0.05015317,0.000905094
4.8,2.3,1.6,2.8,1.7,23.3,0.206008584,0.098712446,0.068669528,0.120171674,0.072961373,0.04085855,0.001842855
3.4,2.4,1.1,2.9,1.6,24.9,0.136546185,0.096385542,0.044176707,0.116465863,0.064257028,0.027118998,0.001330093
3.1,2.3,1.5,2.6,1.5,24.3,0.127572016,0.094650206,0.061728395,0.106995885,0.061728395,0.026136377,0.00114156
4.9,1.1,2.5,2.9,1.1,24.1,0.203319502,0.045643154,0.10373444,0.12033195,0.045643154,0.039339176,0.001925068
4.6,1.6,2.2,2.6,2.4,20.5,0.224390244,0.07804878,0.107317073,0.126829268,0.117073171,0.046613186,0.001535108
4.3,2.1,1.9,2.7,1.2,15.4,0.279220779,0.136363636,0.123376623,0.175324675,0.077922078,0.061112485,0.000946771
4.8,1.5,1.5,2.3,2.7,16.3,0.294478528,0.09202454,0.09202454,0.141104294,0.165644172,0.063400726,0.001165224
3.9,1.3,2.8,2.1,1.9,18.2,0.214285714,0.071428571,0.153846154,0.115384615,0.104395604,0.045493456,0.001058225
3.7,2.1,2.7,2.2,1.5,20.5,0.180487805,0.102439024,0.131707317,0.107317073,0.073170732,0.038159574,0.001182718
4.3,1.9,2.3,1.5,1.9,20.2,0.212871287,0.094059406,0.113861386,0.074257426,0.094059406,0.042682964,0.00127136
3.7,2.9,1.1,2.3,1.3,20.2,0.183168317,0.143564356,0.054455446,0.113861386,0.064356436,0.036906148,0.00110655
4.6,1.7,1.4,1.8,2.5,23.3,0.197424893,0.072961373,0.060085837,0.077253219,0.107296137,0.03820183,0.001626933
4.7,1.9,1.7,2.1,1.1,23.5,0.2,0.080851064,0.072340426,0.089361702,0.046808511,0.03789725,0.001626029
4.6,1.3,1.8,2.3,1.8,23.8,0.193277311,0.054621849,0.075630252,0.096638655,0.075630252,0.037059611,0.001641443
4.5,1.1,2.5,2.6,1.7,19.9,0.226130653,0.055276382,0.125628141,0.130653266,0.085427136,0.046016804,0.001378806
3.8,1.5,2.4,2.4,2.6,24.7,0.153846154,0.060728745,0.097165992,0.097165992,0.105263158,0.031581299,0.001563368
3.9,2.1,1.7,2.1,1.5,18.3,0.213114754,0.114754098,0.092896175,0.114754098,0.081967213,0.043638738,0.000987194
3.8,2.7,1.6,1.7,2.4,17.9,0.212290503,0.150837989,0.089385475,0.094972067,0.134078212,0.046168775,0.001028997
3.4,2.7,1.2,1.7,2.4,19.8,0.171717172,0.136363636,0.060606061,0.085858586,0.121212121,0.036360129,0.001010336
3.6,1.8,2.8,1.5,1.4,19.4,0.18556701,0.092783505,0.144329897,0.077319588,0.072164948,0.038045249,0.000994499
3.6,1.1,2.9,2.5,1.6,16.7,0.215568862,0.065868263,0.173652695,0.149700599,0.095808383,0.047851986,0.000894532
4.1,2.2,1.8,2.6,1.7,18.1,0.226519337,0.121546961,0.099447514,0.143646409,0.093922652,0.048099559,0.001114624
3.2,1.3,2.7,2.5,1.6,16.7,0.191616766,0.077844311,0.161676647,0.149700599,0.095808383,0.04338313,0.000788188
3.5,1.8,2.5,2.1,1.6,20.8,0.168269231,0.086538462,0.120192308,0.100961538,0.076923077,0.035056632,0.001077277
3.9,1.7,2.6,2.6,2.7,23,0.169565217,0.073913043,0.113043478,0.113043478,0.117391304,0.036274177,0.001570247
3.4,2.5,1.1,2.1,1.6,18.3,0.18579235,0.136612022,0.06010929,0.114754098,0.087431694,0.038256132,0.000854262
3.4,2.8,1.4,2.3,1.5,21.6,0.157407407,0.12962963,0.064814815,0.106481481,0.069444444,0.032409951,0.00111492
4.8,1.3,2.6,1.2,2.2,21.2,0.226415094,0.061320755,0.122641509,0.056603774,0.103773585,0.044165999,0.001550031
4.7,2.2,2.8,1.5,2.3,23,0.204347826,0.095652174,0.12173913,0.065217391,0.1,0.041149892,0.001813872
3.9,1.4,2.2,2.9,2.5,22.4,0.174107143,0.0625,0.098214286,0.129464286,0.111607143,0.036375886,0.001460199
3.2,2.8,1.3,2.5,2.3,21.7,0.147465438,0.129032258,0.059907834,0.115207373,0.105990783,0.032211885,0.001160528
3.6,1.2,2.6,2.7,2.7,16.6,0.21686747,0.072289157,0.156626506,0.162650602,0.162650602,0.050572353,0.00096913
3.1,1.1,2.4,2.8,1.1,23.7,0.130801688,0.046413502,0.101265823,0.11814346,0.046413502,0.026485068,0.001094924
3.6,2.9,1.9,1.1,2.5,16.6,0.21686747,0.174698795,0.114457831,0.06626506,0.15060241,0.048787716,0.000907839
3.6,2.7,1.5,2.9,1.3,15.1,0.238410596,0.178807947,0.099337748,0.19205298,0.086092715,0.055243225,0.000808197
4.8,2.7,2.5,2.2,2.6,20.9,0.229665072,0.129186603,0.119617225,0.105263158,0.124401914,0.04948932,0.001779886
4.7,2.4,2.3,1.3,1.2,22.3,0.210762332,0.107623318,0.103139013,0.058295964,0.053811659,0.040559061,0.00158531
4.5,2.2,2.1,1.2,2.4,16.1,0.279503106,0.136645963,0.130434783,0.074534161,0.149068323,0.060079507,0.001051248
4.3,1.8,2.8,1.9,2.7,17.4,0.247126437,0.103448276,0.16091954,0.109195402,0.155172414,0.055036714,0.001203591
4.3,1.4,1.1,1.7,1.8,19.4,0.221649485,0.072164948,0.056701031,0.087628866,0.092783505,0.042603229,0.001084352
4.6,2.5,2.8,2.3,2.8,19.1,0.240837696,0.130890052,0.146596859,0.120418848,0.146596859,0.054474854,0.001566455
4.9,2.4,2.5,1.3,1.9,15.3,0.320261438,0.156862745,0.163398693,0.08496732,0.124183007,0.070679058,0.001105641
3.2,1.3,2.5,2.9,1.6,16.9,0.189349112,0.076923077,0.147928994,0.171597633,0.094674556,0.04342414,0.000822073
4.9,2.6,1.2,1.7,2.5,17.4,0.281609195,0.149425287,0.068965517,0.097701149,0.143678161,0.05969266,0.001304166
4.9,1.5,1.5,2.3,1.2,17.8,0.275280899,0.084269663,0.084269663,0.129213483,0.06741573,0.055200244,0.001219658
3.2,1.2,1.3,2.5,1.1,24,0.133333333,0.05,0.054166667,0.104166667,0.045833333,0.025210396,0.000971457
4.1,2.4,1.6,1.9,2.4,17.2,0.238372093,0.139534884,0.093023256,0.110465116,0.139534884,0.051454185,0.001047329
3.6,2.8,2.3,1.3,1.5,24.8,0.14516129,0.112903226,0.092741935,0.052419355,0.060483871,0.028679,0.001375931
4.4,1.1,1.5,2.9,2.9,15.5,0.283870968,0.070967742,0.096774194,0.187096774,0.187096774,0.063931593,0.001036238
3.4,1.9,1.9,1.5,1.8,19.2,0.177083333,0.098958333,0.098958333,0.078125,0.09375,0.036025347,0.000863135
3.6,2.2,1.1,1.6,1.5,18.8,0.191489362,0.117021277,0.058510638,0.085106383,0.079787234,0.037676167,0.000856568
4.4,1.6,1.4,1.5,1.5,19.1,0.230366492,0.083769634,0.073298429,0.078534031,0.078534031,0.044589507,0.001093746
4.8,2.7,1.1,1.2,2.2,17.2,0.279069767,0.156976744,0.063953488,0.069767442,0.127906977,0.058013539,0.001204737
3.3,1.5,1.2,1.6,1.8,17.8,0.185393258,0.084269663,0.06741573,0.08988764,0.101123596,0.036677762,0.000693255
